src,VPC_Candidate,Prediction
UN diplomats say a recent agreement between Russia and Turkey to set up a buffer zone in the last major rebel stronghold of Idlib has created an opportunity to press ahead with political talks.,set up,positive
"US ""failures"" are holding back search for coronavirus drugs",holding back,positive
US President Donald Trump lashed out at members of Congress.,lashed out,positive
US media: Scientists from the Air Force Engineering University of China looking into laser satellite to clean up space debris,clean up,positive
"US theater chain bans dressing up for ""Joker"" screenings over fears of another shooting",dressing up,positive
Uber recently signed up as a client.,signed up,positive
"Ukraine is predominantly Orthodox Christian, with Catholics of either the Latin Rite or Byzantine rite making up about 10% of the population in the former Soviet republic.",making up,positive
Ukrainian children have a right to grow up in a peaceful and secure environment.,grow up,positive
"Ukrainians, jaded after years of watching their own leaders trade the power and privileges of office for personal financial or political gain, have mostly shrugged off what, for Mr. Trump, is possibly the most serious scandal to buffet the White House since Watergate toppled President Richard Nixon in 1974.",shrugged off,positive
"Unfamiliar with opera, they began losing large sums; meanwhile, Gallini embarked on an aggressive campaign to force them out.",force out,positive
"Unlike Soviet-era monuments that are being torn down in some countries, monuments to Gagarin, on the contrary, are “spreading across the planet”.",torn down,positive
"Unlike the past traditional methods of picking up trash and handing out promotional material, the organizers have set up six special game experiential zones, including water-efficient toilets, enzyme production experiences, and traffic dominoes.",picking up,positive
"Unlike traditional hypermarkets and supermarkets, Hema Supermarket is, in the eyes of many consumers, a popular Internet store that is fun and has good food. Some intermediaries have even come up with the concept of “He district housing” (housing within a 3km radius of a Hema Supermarket).",come up,positive
"Until 4 September 2016, election day and the last day of the holidays, people in Mecklenburg-Vorpommern must put up with one more election without the people being consulted.",put up,positive
Until these showed up.,showed up,positive
"Up to now, the commissions in Qingshan District of Baotou City of Inner Mongolia Autonomous Region, Kangping County, Shenbei New District and Liaozhong District of Shenyang City of Liaoning Province have also been set up.",set up,positive
